ICD_1,ICD_2,COUNT
790.92,276,1
255.4,E934.2,1
427.89,530.3,1
237.1,553.3,1
372.3,785.52,1
202.8,518.5,1
722.93,790.7,1
348.31,507,1
348.5,295.9,1
998.12,274.9,1
280.9,456.2,1
288,729.81,1
287.4,70.54,1
197.7,997.3,1
518.81,719.47,1
290.4,486,1
250.41,70.7,1
518.81,719.41,1
730.08,486,1
577,V42.1,1
507,569.81,1
998.89,482.1,1
294.8,276.51,1
E888.9,995.92,1
411.1,491.21,1
294.8,276.52,1
331.4,197,1
427.41,413.1,1
998.12,70.54,1
244.9,562.1,1
E912,250.11,1
518,117.9,1
576.1,585.9,1
784.7,255.4,1
286.7,518.84,1
599,292.81,1
348.4,416.8,1
995.92,340,1
198.3,799.02,1
414.01,438.2,1
569.84,276.2,1
511.9,997.4,1
424.1,820.21,1
572.3,682.6,1
412,153.9,1
198.89,285.1,1
70.7,397,1
585.6,300.4,1
789.5,250.8,1
412,789.5,1
V12.51,482.1,1
V10.11,458.2,1
276.2,441.2,1
428,519.02,1
428,519.01,1
722.93,285.9,1
511,453.8,1
517.2,710.1,1
560.1,403.91,1
482.83,483.8,1
287.4,427.89,1
E932.0,203,1
427.89,812.4,1
530.81,550.9,1
451.84,518.81,1
287.4,427.81,1
572.2,70.7,1
482.41,785.59,1
272,577,1
516.8,530.81,1
482.41,785.52,1
276,70.44,1
426.52,427.31,1
785.52,112.84,1
255.4,572,1
790.7,287.5,1
8.45,V42.83,1
253.6,293,1
785.52,458.2,1
414,151.8,1
V49.75,443.9,1
747,771.81,1
238.1,453.41,1
284.8,V44.2,1
998.11,357.2,1
416,572.2,1
E936.4,428,1
518.81,611.1,1
578.9,286.7,1
410.71,725,1
396.2,424,1
790.7,567.22,1
553.3,276.5,1
276.7,403.01,1
332,785.52,1
427.32,996.71,1
250,112.5,1
323.9,342.9,1
599,571.2,1
518.84,V42.2,1
V58.65,70.7,1
575,427.5,1
403.91,276.51,1
V45.2,305.53,1
482.82,682.6,1
41.11,V43.3,1
V44.0,733.13,1
277.3,38.9,1
478.6,431,1
250.62,998.11,1
V10.05,284.8,1
250.62,998.12,1
786.4,414.01,1
V44.3,112.2,1
401.9,E929.0,1
593.89,453.8,1
V01.1,358,1
205,401.9,1
274.9,174.9,1
427.5,250.51,1
427.5,250.53,1
112.5,38.11,1
V45.82,427.5,1
41.4,162.3,1
V10.46,578.9,1
288,263.9,1
711.06,401,1
272,465.9,1
434.91,359.81,1
786.2,584.5,1
789.5,428.31,1
440.24,585.6,1
286.7,280,1
707.14,255.4,1
401.9,250.82,1
V10.47,V09.91,1
V10.83,274.9,1
41.85,41.7,1
707.14,V58.65,1
788.29,998.59,1
753.1,789.5,1
E812.0,286.6,1
276.7,434.91,1
599,54.2,1
447,38.42,1
244.9,428.2,1
428,424.2,1
V42.0,707.8,1
344.04,570,1
500,V12.59,1
424.2,276.5,1
453.8,147.8,1
276.2,V43.65,1
515,38.49,1
507,569.61,1
537.84,570,1
584.5,455.2,1
486,V18.0,1
686.09,284.8,1
997.4,577.1,1
205.1,416.8,1
722.93,599,1
810,785.59,1
275.2,518.81,1
357.2,428.3,1
707.03,429.4,1
722.9,996.62,1
584.9,70.41,1
V55.0,707,1
204.01,276.52,1
519.01,250,1
458,785.52,1
428.4,427.31,1
280,V10.11,1
351,568.81,1
331,V45.81,1
518.81,575.11,1
518.81,575.12,1
478.3,8.45,1
482.41,255.4,1
786.2,250.5,1
786.6,427.5,1
530.81,785.4,1
530.82,486,1
372.3,486,1
311,280.9,1
272,729.6,1
401.9,38.4,1
V44.0,V45.02,1
286.9,E947.8,1
789.06,707.15,1
410.41,434.91,1
V44.0,998.2,1
518.89,V45.81,1
584.5,305,1
276.51,453.41,1
285.9,715.9,1
562.11,995.92,1
496,E932.0,1
V10.72,E878.8,1
V10.47,511.1,1
784.7,572.3,1
482.41,241.1,1
530.82,518.81,1
V10.3,397,1
562.12,280,1
456.2,518.81,1
278.01,276.3,1
278.01,276.2,1
867,414.8,1
331,V58.67,1
599,202.8,1
278.01,276.4,1
427.1,510.9,1
358,780.57,1
456.2,518.84,1
518,458.21,1
276.2,458.2,1
707.8,276.4,1
311,518.5,1
453.42,276.3,1
453.42,276.2,1
294.1,263.9,1
537.82,584.9,1
585.5,567.23,1
8.69,599,1
478.3,38.49,1
998.89,788.3,1
453.8,569.62,1
V10.52,583.81,1
486,553.1,1
453.8,193,1
203,285.9,1
276.52,38.1,1
527.2,562.12,1
185,41.4,1
284.8,998.12,1
518.89,420.9,1
197.2,V15.3,1
572,571.8,1
707,337.3,1
584.9,537.83,1
584.9,537.82,1
572,571.5,1
585.9,710.9,1
365.9,38.1,1
518.5,250.12,1
585.9,710.4,1
263.9,70.7,1
785.59,250.4,1
238.4,998.12,1
V29.0,751.69,1
453.8,569.69,1
420.9,286.9,1
519.1,V10.52,1
284.8,420.99,1
998.59,E878.5,1
465.9,255.4,1
788.5,486,1
389.9,746.89,1
8.45,V66.7,1
162.3,707.8,1
V45.02,V44.0,1
401.9,345.71,1
414.8,796,1
197.2,V09.0,1
311,790.92,1
570,682.3,1
511,868.03,1
996.81,998.2,1
205.01,204,1
507,V10.46,1
410.71,782.4,1
788.5,397,1
571.2,38.9,1
397,V45.82,1
707.07,V15.82,1
250,707.8,1
788.29,682.2,1
38.1,425.4,1
276,440.2,1
253.2,410.71,1
38.8,343.9,1
500,780.57,1
799.02,550.9,1
E934.2,444.1,1
V45.02,790.7,1
427.41,996.61,1
458,575,1
276.7,733.13,1
283,424.1,1
707.14,V49.75,1
38.9,731,1
553.3,564,1
707,196.2,1
458.2,V43.65,1
722.93,410.71,1
571.2,518.81,1
305.1,274,1
553.3,568,1
518.81,698.9,1
41.7,403.91,1
723.1,284.8,1
584.5,162.5,1
412,428.33,1
584.9,531.5,1
998.12,507,1
38.11,V53.31,1
150.5,518.81,1
41.7,305.51,1
276.5,117.9,1
493.2,V58.67,1
493.2,V58.65,1
733.13,998.32,1
V44.0,V09.0,1
V09.0,V45.82,1
996.74,275.41,1
V09.0,V45.81,1
276.5,996.81,1
572,997.1,1
572,997.4,1
287.5,V10.46,1
438.89,274.9,1
E888.9,410.12,1
372.3,V17.3,1
410.92,250.41,1
263.9,272,1
996.81,431,1
518,V45.01,1
263.9,276,1
496,540.9,1
272.4,323.9,1
276.1,564,1
570,276.7,1
431,V12.51,1
584.9,525.9,1
276,288.8,1
427.1,972.9,1
397,707,1
434.11,396.3,1
344,278,1
780.6,486,1
143.9,291.1,1
715.9,573.9,1
401.9,V45.61,1
788.2,403.9,1
300.4,996.84,1
274.9,357.2,1
401.9,446.4,1
585.6,725,1
289.59,E932.0,1
276.51,280.9,1
511,280,1
440.24,577.9,1
278,358.01,1
427.31,275.42,1
427.31,275.41,1
396.3,401.9,1
711.06,342.9,1
276,785.52,1
70.7,572.4,1
414.01,515,1
70.7,572.2,1
465.9,785.52,1
272,E936.4,1
496,790.6,1
496,790.7,1
535.5,428,1
784.7,200.2,1
995.92,V46.11,1
424,396.3,1
E934.2,518.81,1
E934.2,518.84,1
38.49,38,1
424,396.8,1
E933.1,42,1
V09.0,396.3,1
V10.47,584.5,1
414.01,530.3,1
403.91,278.01,1
562.11,E879.8,1
284.8,276.8,1
E878.8,576.1,1
250,276.52,1
780.57,311,1
39.9,E933.1,1
V58.67,596.54,1
255.4,585.6,1
772.6,779.89,1
995.92,536.3,1
427.31,205,1
403.9,V54.13,1
255.4,585.9,1
288.8,428,1
403.91,250.81,1
458.29,147.8,1
V46.1,998.59,1
410.92,V15.82,1
995.92,731,1
451.84,403.91,1
420.99,560.1,1
V12.59,593.82,1
198.4,729.4,1
456.21,570,1
401.9,269.8,1
789.5,292.81,1
428,359.81,1
286.6,112,1
E878.0,V42.0,1
E912,38.49,1
251.2,276.2,1
271.8,997.1,1
574,38.9,1
276.7,290.4,1
300.4,285.21,1
285.9,482.2,1
998.59,38.11,1
32.85,567.2,1
437,564,1
410.91,440.31,1
E928.9,41.7,1
995.92,202.18,1
276.4,996.65,1
276.4,996.64,1
250.41,V55.0,1
250.41,V55.2,1
250.41,V55.3,1
428,452,1
584.5,525.1,1
70.54,38.11,1
198.3,V45.2,1
428,458,1
787.2,681.1,1
541,287.5,1
456.1,244.9,1
E934.2,518,1
204.01,283.19,1
41.7,693,1
274,276.2,1
686.09,427.31,1
496,710.1,1
496,710.2,1
250.6,427.1,1
428.3,995.92,1
V45.82,799.02,1
365.9,995.92,1
465.9,560.1,1
V58.61,525.1,1
998.2,536.2,1
V44.4,358,1
995.92,378.54,1
41,441.4,1
331,348.1,1
276.5,V10.3,1
250.51,707.03,1
V16.41,265.2,1
428,737.43,1
440.1,E878.8,1
710.4,530.81,1
276.7,572,1
995.92,781.99,1
423.9,995.92,1
361.89,V10.3,1
518.81,278.01,1
729.1,493.9,1
997.1,599.7,1
412,V10.06,1
568.81,112,1
428,453.2,1
789.5,730.28,1
38.11,275.41,1
117.9,707.05,1
592,276.2,1
592,276.1,1
486,274,1
482.1,996.62,1
441.01,112.5,1
357.2,276.8,1
714,V49.76,1
357.2,276.3,1
357.2,276.5,1
357.2,276.7,1
428.21,518.83,1
411.1,792.1,1
V10.3,275.42,1
V58.67,276.4,1
70.44,427.31,1
V42.0,996.1,1
414.01,438.89,1
998.11,E884.4,1
331.4,250,1
780.59,276.2,1
412,444.22,1
V63.2,V49.62,1
338.3,198.4,1
V44.2,427.31,1
E933.1,V15.3,1
E932.0,507,1
428.31,564,1
997.5,304.01,1
996.82,507,1
38.11,428.3,1
553.29,512.1,1
V49.62,578,1
496,344.1,1
41.3,V10.03,1
428.21,117.9,1
425.4,473.2,1
784.3,782.3,1
V45.1,272.4,1
726.69,274.9,1
518.84,511,1
276.2,530.81,1
401.9,459.81,1
401.9,42,1
250.61,V44.2,1
998.12,250.62,1
584.5,38.1,1
78.5,397,1
250.61,244.9,1
V58.67,41.4,1
276.51,272,1
276.51,276,1
V45.79,511.8,1
799.02,518.5,1
756.19,458.9,1
38.11,998.59,1
V45.81,998.32,1
197,518,1
250,275.2,1
568,569.61,1
729.1,458.29,1
251.8,722.1,1
E884.4,995.92,1
E879.6,413.9,1
933.1,287.3,1
907.2,995.92,1
786.2,V45.61,1
244.9,443.9,1
995.91,285.9,1
410.41,785.52,1
728.86,276.2,1
728.86,276.5,1
288,530.81,1
250.01,518.84,1
578.1,507,1
360.03,V10.3,1
41.89,789.5,1
428,513,1
410.71,253.2,1
401.9,996.64,1
401.9,996.65,1
535.61,V08,1
438.89,585.6,1
560.9,263.9,1
V10.42,V46.1,1
162.2,287.5,1
751.62,518.5,1
427.1,971.3,1
878.2,780.39,1
V45.1,996.72,1
873.63,416.8,1
440.1,599.7,1
272,790.5,1
756.19,584.9,1
573.8,567.21,1
578,710.2,1
578,710.1,1
458.21,348.3,1
799.02,556.9,1
E879.8,585.9,1
557.1,569.81,1
V53.32,280,1
286.9,556.9,1
150.8,785.52,1
280.9,V58.65,1
440.1,585.6,1
280.9,V58.61,1
710.1,276.1,1
287.5,54.9,1
710.1,276.3,1
789.06,995.91,1
280,433.11,1
593.2,277.3,1
721,V45.82,1
272.4,288.8,1
518.81,786.3,1
V45.81,V42.83,1
996.73,278.01,1
550.1,38.9,1
344,787.2,1
785.59,998.59,1
478.74,934.9,1
874.4,518.81,1
788.3,250,1
493.9,478.3,1
426.11,358,1
682.3,518.84,1
202.88,38.9,1
707.15,428,1
403.91,V10.46,1
443.9,427.81,1
781.2,197,1
998.12,337.3,1
530.81,396.3,1
38.9,478.3,1
424.2,567.2,1
995.92,251.8,1
427.31,E888,1
412,308.2,1
511.9,274.9,1
518.81,429.9,1
570,996.04,1
426.3,433.31,1
485,496,1
V58.67,V45.02,1
518,38.8,1
557.1,482,1
286.6,V10.3,1
570,369.3,1
300.4,530.81,1
557.1,38.9,1
518.81,V10.03,1
285.1,376.01,1
478.74,458.9,1
150.8,530.81,1
518.83,38.9,1
518.83,38.8,1
V58.67,250.12,1
707.13,428,1
421,996.74,1
485,204.1,1
753.1,934.8,1
412,710.9,1
933.1,599,1
E878.0,427.41,1
398.91,276,1
V45.01,998.59,1
997.5,287.5,1
518.89,414,1
995.92,996.59,1
512.1,410.71,1
458.8,765.28,1
584.5,286.6,1
757,V45.77,1
584.5,286.9,1
327.23,428.2,1
V55.3,278,1
423.9,285.29,1
511.9,E932.0,1
410.41,965,1
284.8,285.22,1
V44.1,403.91,1
414.01,874.4,1
V45.82,244.3,1
V44.3,V49.62,1
496,568,1
532.4,255.4,1
593.2,205.1,1
431,518.5,1
996.72,V58.65,1
537.84,427.5,1
996.72,V58.67,1
327.23,337.1,1
V10.89,410.71,1
291.81,70.71,1
412,998.32,1
704.8,482.83,1
250.4,790.7,1
V58.61,578.9,1
410.91,535.41,1
998.12,427.32,1
790.7,711.06,1
250,38.3,1
250,38.8,1
998.6,286.7,1
728.89,518.84,1
323.9,54.2,1
519.1,336.3,1
276.8,682.2,1
276.8,682.3,1
562.11,996.86,1
453.8,70.32,1
410.71,512.8,1
562.11,996.81,1
E942.0,585.6,1
E942.0,585.5,1
331.4,285.1,1
278.01,907.2,1
357.2,250.01,1
288,276.1,1
288,276.5,1
E942.0,585.9,1
277.87,584.9,1
250.6,285.21,1
197,537.89,1
424,588,1
402.01,285.9,1
V12.51,518,1
996.86,443.9,1
573,287.5,1
V45.82,753.1,1
427.41,746.89,1
244.3,E930.8,1
733,E884.9,1
304.01,998.12,1
V10.87,416.8,1
E812.0,288,1
456.2,285.1,1
V44.1,438.11,1
786.2,V18.0,1
440.1,250.5,1
412,424.1,1
518.82,427.1,1
572.3,996.86,1
572.3,996.81,1
278,348.31,1
518.82,427.5,1
V15.82,274,1
V49.75,584.5,1
492.8,584.5,1
790.7,285.21,1
410.71,272.4,1
996.61,996.71,1
38,593.9,1
416.8,496,1
V44.0,585.9,1
722,780.6,1
588,823.02,1
259.4,425.4,1
V45.82,327.23,1
458.2,785.51,1
785.52,53.79,1
562.1,995.92,1
780.57,530.81,1
459,453.8,1
203,403.9,1
710.9,584.9,1
458.9,202.8,1
38.3,425.4,1
370.34,201.5,1
518.81,241.1,1
464.11,276.5,1
459,998.12,1
410.91,746.89,1
996.81,V10.3,1
294.8,578.1,1
730.27,427.1,1
286.9,784.7,1
410.51,285.9,1
599,340,1
272,519.1,1
530.12,576.8,1
995.92,290.4,1
285.29,E870.5,1
287.4,560.2,1
287.4,560.1,1
776.1,486,1
362.81,995.94,1
276.51,278.01,1
203,786.09,1
288,757,1
562.11,997.1,1
396.8,V16.0,1
41.7,996.85,1
507,784.3,1
41.7,996.81,1
704.8,584.9,1
424,555.1,1
357.6,197.7,1
572.3,438.89,1
995.91,286.9,1
577,577.1,1
577,577.2,1
244.9,440.2,1
396.3,276.2,1
396.3,276.5,1
995.91,286.6,1
396.3,276.6,1
567.9,585.6,1
571.5,428.32,1
440.22,428,1
V44.4,458.29,1
720,576.1,1
441.01,995.92,1
403.91,38.3,1
998.11,305.1,1
403.91,38.1,1
808.2,401.9,1
996.74,530.2,1
V45.1,599,1
426,276.5,1
426,276.1,1
707.14,780.39,1
38.11,E934.2,1
585,998.32,1
555.9,807.2,1
584.5,357.2,1
531,446.6,1
38.19,584.9,1
V45.81,253.6,1
276.7,E932.0,1
V10.72,8.45,1
427.5,V15.82,1
998.59,V42.2,1
332,997.1,1
V58.67,V10.46,1
V01.1,V10.03,1
550.1,157.8,1
453.8,560.81,1
285.1,348.1,1
197,V45.81,1
441.2,185,1
557,585.6,1
799.4,996.82,1
789.5,54.9,1
570,593.9,1
244.9,V42.2,1
458.9,572.2,1
507,366.9,1
785.59,482.83,1
710.4,707.03,1
515,424,1
518.83,511.9,1
799.1,416.8,1
41.7,511,1
250.8,681.1,1
286.9,V15.3,1
V55.0,483.8,1
41.85,596.6,1
867,585.5,1
427.89,707.03,1
427.89,707.04,1
861.21,789.5,1
V45.81,V18.0,1
204,693,1
276.51,413.9,1
410.71,570,1
453.41,518.5,1
410.71,572,1
410.71,575,1
291.81,785.52,1
410.71,577,1
288.8,V09.91,1
250.41,412,1
532,38.9,1
569.81,E932.0,1
427.1,428.21,1
427.1,428.23,1
785.59,274.9,1
287.4,V15.3,1
511.9,447.8,1
370.34,790.4,1
996.61,995.92,1
997.1,909.2,1
272.4,414.8,1
117.9,553.21,1
998.2,537.83,1
287.4,250,1
416.8,244.9,1
263.9,V10.47,1
511.9,276,1
41.11,70.54,1
250.42,491.21,1
995.91,250.6,1
995.91,250.7,1
458.21,300,1
274,733,1
38.3,378.54,1
785.51,250.41,1
343.9,E879.8,1
996.81,285.1,1
428.33,V58.67,1
V45.81,V58.61,1
482.1,996.59,1
574.1,786.3,1
157,518.81,1
112.2,511.9,1
998.12,263.9,1
427.31,567.8,1
585.6,250.5,1
585.6,250.6,1
414.01,820.21,1
434.91,117.3,1
421,784.7,1
286.6,324,1
537.82,427.31,1
276.5,413.9,1
V55.0,V15.3,1
780.39,531.4,1
820.21,599,1
331.82,276.1,1
331.82,276.5,1
557,275.42,1
412,244.3,1
V58.65,288,1
560.2,598.8,1
780.57,507,1
162.3,440.23,1
38,340,1
V53.32,996.04,1
824.4,518,1
614.3,276.1,1
428,250.82,1
286.9,601,1
V12.51,510.9,1
789.5,342.9,1
518.5,305,1
196,70.3,1
998.83,70.7,1
427.31,722.71,1
V09.0,344.1,1
511,E878.8,1
V43.64,789.5,1
583.81,998.11,1
427.5,261,1
414.01,150.8,1
V55.4,272.4,1
7.4,397,1
327.23,799.02,1
465.9,596.54,1
782,V10.47,1
38.42,V45.01,1
518,V58.65,1
599,511.8,1
440.2,250.41,1
V58.61,789.5,1
729.89,414.01,1
173,V45.81,1
423.9,682.3,1
273.8,722.71,1
360.03,998.12,1
512.1,440.24,1
920,V45.81,1
253.2,996.62,1
263.9,998.59,1
482.41,412,1
576.1,428.33,1
410.51,250.02,1
V42.2,414,1
999.8,V58.65,1
V42.2,412,1
999.8,V58.61,1
394.2,410.51,1
729.1,428,1
562.11,255.4,1
733,567.2,1
995.91,421,1
333.99,995.92,1
997.1,443.9,1
53.79,V10.83,1
426,578,1
V45.81,397,1
997.3,276.4,1
997.3,276.5,1
600.01,V45.02,1
358,785,1
251.2,428,1
38,345.3,1
765.28,776.1,1
518.82,E879.8,1
458.9,272,1
998.59,V46.1,1
569.61,276.1,1
518,V45.81,1
799.02,38.9,1
V58.61,276.7,1
427.31,553.3,1
250,V43.64,1
250.42,327.23,1
611,300,1
934.1,721,1
998.2,197.7,1
250.51,250.13,1
398.91,E884.4,1
396.3,440.22,1
398.91,998.11,1
238.7,780.6,1
518.84,494,1
458.9,201.9,1
V45.81,162.3,1
401.9,358.01,1
995.92,261,1
562.12,572,1
491.21,511.1,1
537.84,414.01,1
438.11,455.2,1
38.9,E911,1
V58.61,38.8,1
V10.42,V42.2,1
V16.41,682.2,1
998.3,414.01,1
421,456.2,1
997.3,995.92,1
996.64,518.81,1
564,428.31,1
786.52,205,1
458.9,780.57,1
518,996.82,1
785.52,250.11,1
785.52,250.12,1
579.3,V55.2,1
285.1,428.31,1
285.1,428.33,1
996.82,577.2,1
365.9,425.1,1
38.42,427.81,1
V43.3,715.96,1
453.42,511.9,1
852.26,785.59,1
451.84,459.2,1
38.9,567.21,1
427.5,424.2,1
V46.11,V43.65,1
584.9,E935.9,1
424,290.4,1
802.5,518.83,1
V45.2,205,1
370.34,611.1,1
287.4,394.1,1
E878.6,401.9,1
423.9,518.81,1
453.8,V45.81,1
507,410.92,1
785.52,278.01,1
250,574.1,1
786.52,285.8,1
507,E980.0,1
287.4,201.5,1
396.3,424.1,1
428.2,458.29,1
V45.82,112,1
998.2,197.6,1
707.03,285.9,1
456.2,70.54,1
305.1,70.3,1
707.03,285.1,1
305.1,70.7,1
530.81,780.39,1
482,244.9,1
285.9,431,1
286.9,E878.8,1
737.39,319,1
410.91,V09.0,1
274,682.7,1
276.51,403,1
V15.82,995.92,1
428,308.2,1
997.1,459.2,1
V44.4,V45.82,1
V44.4,V45.81,1
577,753.12,1
410.92,403.91,1
518.5,202.83,1
V10.11,269.8,1
E932.0,447.1,1
401.9,553.1,1
518,501,1
274.9,567.9,1
736.79,285.9,1
867,V58.61,1
420.99,569.83,1
276.51,E879.2,1
584.5,E935.2,1
276.52,296.8,1
705.83,403.91,1
998.11,287.3,1
790.5,403.9,1
117.9,757,1
272.4,E934.2,1
253.6,574.61,1
567.2,482.41,1
300,599,1
996.62,E878.5,1
496,309,1
276.4,403.91,1
V55.0,461.3,1
369.6,276.52,1
V44.0,473.9,1
401.9,543.9,1
784.7,287.3,1
E878.8,272,1
486,532.4,1
682.3,427.1,1
286.7,510.9,1
V44.2,780.1,1
E878.8,278,1
276.3,590.1,1
424,453.2,1
286.9,V10.46,1
401.9,560.2,1
401.9,560.9,1
38.9,117.3,1
425.1,441.4,1
V10.82,785.51,1
574.2,556.9,1
410.71,562.1,1
584.9,348.1,1
305.1,428,1
155.2,401.9,1
V12.59,V45.82,1
820.21,250.92,1
V58.61,820.21,1
600.01,601,1
785.59,250.02,1
518.82,V66.7,1
305.1,V49.83,1
570,E879.1,1
255.4,568.81,1
786.4,V43.3,1
444,348.31,1
412,285.9,1
250.02,576.1,1
38.9,571.2,1
599.7,403.9,1
285.9,276.52,1
285.22,253.5,1
285.9,276.51,1
424.1,E931.5,1
998.12,508.1,1
494.1,416.8,1
276.2,E884.9,1
276.2,E884.4,1
491.21,E878.9,1
427.31,394.1,1
996.04,427.1,1
412,V45.01,1
412,V45.02,1
790.7,278,1
569.69,V11.3,1
530.81,250.12,1
427.5,707,1
790.7,272,1
518.89,518.82,1
518.89,518.84,1
573.9,428.31,1
518.89,332,1
V45.81,E880.9,1
428,560.2,1
788.2,414,1
250,V64.41,1
562.1,294.8,1
414.01,294.8,1
376.89,V54.17,1
730.18,595.2,1
V58.65,907.2,1
719.46,250.41,1
250.61,570,1
414,593.9,1
560.89,415.19,1
573.8,518.5,1
427.41,416,1
427.41,414,1
8.45,348.1,1
8.45,348.3,1
276.9,276.1,1
V45.81,996.81,1
998.59,416,1
287.5,429.4,1
244.9,290.4,1
934.1,250.11,1
790.5,518.81,1
776.1,765.19,1
V55.3,595.2,1
537,997.1,1
780.39,274.9,1
733,250.92,1
V64.1,272,1
682.2,757,1
286.6,305.1,1
401.9,E878.9,1
401.9,E878.2,1
998.32,995.92,1
401.9,E878.0,1
440.2,38.49,1
V10.3,277.3,1
578.9,428.3,1
300.4,710.4,1
416,401.9,1
V55.3,V49.62,1
362.01,V15.81,1
584.9,362.02,1
507,578.9,1
426.52,275.41,1
272,135,1
157,V16.0,1
410.11,570,1
996.62,V45.82,1
285.9,596.6,1
285.9,596.1,1
473.9,482.1,1
424,V15.82,1
V45.82,38.9,1
250.5,250.62,1
V45.2,281.1,1
995.91,530.4,1
790.7,V13.01,1
861.21,38.9,1
348.31,518.81,1
280,V55.0,1
414.01,369.3,1
V42.2,998.11,1
V09.0,510.9,1
361.89,371.4,1
996.81,293,1
786.3,431,1
414,V45.01,1
425.4,E934.2,1
276,42,1
E879.0,E879.1,1
995.92,V55.0,1
578.9,E935.9,1
E879.0,E879.8,1
250.02,276.4,1
431,493.2,1
205,423.8,1
799.02,428.2,1
996.72,785.52,1
998.12,E936.1,1
569.62,38.9,1
V10.87,428,1
588,428,1
V46.11,518.81,1
724.2,482.82,1
410.92,398.91,1
276.2,424.2,1
682.6,250.4,1
V43.3,250,1
443.9,250.5,1
443.9,250.6,1
785.52,359.4,1
557.1,682.3,1
584.5,7.4,1
578,V42.2,1
821.21,820.21,1
250.41,431,1
572.3,278,1
569.61,250,1
572.3,272,1
253.6,569.81,1
V54.17,427.31,1
444.89,427.89,1
205,205.01,1
70.54,784.3,1
E934.2,403.91,1
444.89,511.9,1
276.4,276.52,1
285.9,V09.0,1
410.91,707.8,1
425.4,V43.3,1
286.6,707.03,1
287.4,585.9,1
V10.51,574.5,1
41.4,996.61,1
V58.65,996.1,1
277.87,458.9,1
344,805.04,1
998,38.11,1
403.91,41.11,1
996.62,573,1
996.62,577,1
996.62,575,1
578.9,557.1,1
491.21,396.3,1
447.1,V49.76,1
584.5,874.4,1
70.54,532.5,1
516.8,410.92,1
447,273.8,1
516.8,410.91,1
198.5,V45.2,1
437,E932.3,1
585.6,317,1
E932.3,70.44,1
568,280,1
276.5,V46.1,1
428,E888.9,1
998.59,263.9,1
V45.81,250.02,1
451.84,250.4,1
772.6,770.4,1
278.1,496,1
780.39,E928.9,1
V44.4,998.89,1
276.3,332,1
V58.65,E928.9,1
780.6,508,1
V12.59,412,1
725,593.9,1
584.9,482.82,1
250.8,998.32,1
600,427.32,1
396.2,571.2,1
276.51,202.8,1
41.85,682.2,1
V58.65,493.9,1
412,413.9,1
724.2,789.5,1
511.1,162.8,1
427.1,53.79,1
429.4,567.2,1
562.12,427.81,1
428.3,427.5,1
E884.4,286.9,1
358,V01.1,1
38.9,284.8,1
38.11,567.23,1
38.19,428.22,1
E934.2,E912,1
V17.0,287.3,1
376.89,518.83,1
729.89,V58.67,1
357.6,421,1
348.1,557,1
441.4,482.2,1
574.71,250,1
357.6,428,1
570,V10.46,1
556.9,250,1
584.9,358,1
440.31,998.2,1
V45.81,458.2,1
707,596.54,1
444,997.1,1
V55.0,518.5,1
412,403.9,1
518.84,427.81,1
614.3,781.99,1
425.1,E879.1,1
285.29,997.3,1
518.82,782,1
707,38.11,1
V44.3,414.01,1
486,557,1
431,530.81,1
583.81,507,1
511.1,276.2,1
276.4,878.2,1
511.1,276.5,1
287.5,112.5,1
599,781.99,1
V45.81,453.41,1
789.5,599,1
E947.9,568,1
8.45,197,1
272.6,456.2,1
785.51,780.57,1
416,776.1,1
70.44,286.9,1
397,482.1,1
714,486,1
511,515,1
414.01,288,1
272,709.8,1
996.62,305.1,1
414.01,283,1
790.92,433.31,1
E932.3,518.5,1
588.81,401.9,1
276.2,519.1,1
458.29,348.1,1
440.8,996.81,1
596.1,293,1
401.9,512.8,1
440.8,996.86,1
583.81,997.5,1
V55.0,416.8,1
556.9,202.1,1
255.4,244.9,1
285.21,276.4,1
599,820.21,1
V10.52,518,1
285.21,276.2,1
707.03,250.4,1
486,332,1
530.3,427.89,1
V58.67,709.8,1
751.62,420.99,1
535.11,996.72,1
286.6,424,1
38.9,593.9,1
585,428.4,1
289.81,295.9,1
492.8,428.33,1
272,197.7,1
38.43,401.9,1
568,174.9,1
584.9,998.3,1
584.9,998.6,1
197.7,357.6,1
593.89,574.5,1
998.2,570,1
518.81,416.9,1
305.61,784.3,1
599,V10.21,1
253.6,265.2,1
996.76,427.31,1
997.1,V44.3,1
997.1,V44.2,1
345.3,453.8,1
285.21,427.89,1
V03.82,401.9,1
156.1,285.1,1
38.11,117.9,1
273.8,287.5,1
414.02,998.59,1
E870.0,276.2,1
E870.0,276.9,1
259.4,998.12,1
112.5,995.92,1
433.1,403.91,1
401.9,362.01,1
500,785,1
337.3,280.9,1
511.9,757,1
440.22,496,1
599,530.85,1
286.9,568.81,1
288,416.8,1
778,271,1
244.9,V46.11,1
V58.67,410.71,1
250.6,331.4,1
401.9,369,1
535.4,38.42,1
E928.9,780.39,1
V58.67,376.01,1
V58.65,378.54,1
362.01,428.3,1
401.9,250.01,1
401.9,428.33,1
332,496,1
438.9,780.57,1
518.81,202.18,1
455,38.11,1
244.9,737.41,1
560.1,41.11,1
70.44,570,1
E888.9,434.91,1
724.2,278.01,1
370.34,V42.81,1
996.74,682.6,1
599,730.18,1
E878.6,E849.7,1
276,V58.61,1
998.11,997.5,1
729.5,420.99,1
369.6,410.71,1
V09.80,285.9,1
410.81,493.2,1
211.3,428.31,1
599,376.01,1
278.01,250.4,1
278.01,250.8,1
285.29,790.92,1
997.62,788.2,1
V55.0,V43.4,1
